parcel_id,date,crop_stage,risk_level,recommendation,source
P0327,2025-03-10,Panicle Initiation,low,Monitor for stem borer — scout field edges.,weather_service
P0328,2025-02-01,Flowering,low,Monitor for stem borer — scout field edges.,ml_model
P0328,2025-04-13,Maturity,medium,Delay fertilizer until rainfall subsides.,ml_model
P0328,2025-04-06,Maturity,high,Monitor for stem borer — scout field edges.,rule_engine
P0328,2025-04-19,Maturity,high,Field conditions stable — continue regular monitoring.,rule_engine
P0328,2025-01-20,Maturity,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0328,2025-04-01,Maturity,low,Do not irrigate today — soil moisture adequate.,ml_model
P0328,2025-04-04,Vegetative,medium,Do not irrigate today — soil moisture adequate.,ml_model
P0328,2025-03-26,Flowering,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0329,2025-05-29,Tillering,low,Apply light irrigation in evening.,rule_engine
P0329,2025-01-02,Flowering,low,Delay fertilizer until rainfall subsides.,rule_engine
P0329,2025-07-20,Maturity,low,Field conditions stable — continue regular monitoring.,rule_engine
P0329,2025-05-10,Maturity,high,Field conditions stable — continue regular monitoring.,rule_engine
P0329,2025-07-07,Germination,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0329,2025-02-18,Germination,high,Field conditions stable — continue regular monitoring.,weather_service
P0329,2025-01-22,Tillering,low,Monitor for stem borer — scout field edges.,rule_engine
P0329,2025-03-24,Maturity,low,Monitor for stem borer — scout field edges.,weather_service
P0330,2025-04-25,Maturity,medium,Field conditions stable — continue regular monitoring.,ml_model
P0330,2025-02-14,Germination,high,Do not irrigate today — soil moisture adequate.,weather_service
P0330,2025-01-20,Seedling,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0330,2025-05-21,Seedling,medium,Field conditions stable — continue regular monitoring.,ml_model
P0330,2025-05-14,Maturity,medium,Monitor for stem borer — scout field edges.,rule_engine
P0331,2025-01-10,Maturity,low,Monitor for stem borer — scout field edges.,ml_model
P0331,2025-01-09,Peg Formation,high,Delay fertilizer until rainfall subsides.,ml_model
P0331,2025-02-27,Maturity,high,Field conditions stable — continue regular monitoring.,ml_model
P0331,2025-06-14,Maturity,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0331,2025-03-30,Flowering,high,Apply light irrigation in evening.,rule_engine
P0332,2025-01-17,Panicle Initiation,low,Do not irrigate today — soil moisture adequate.,ml_model
P0332,2025-02-12,Tillering,high,Delay fertilizer until rainfall subsides.,rule_engine
P0333,2025-02-13,Maturity,medium,Apply light irrigation in evening.,rule_engine
P0333,2025-05-29,Peg Formation,low,Delay fertilizer until rainfall subsides.,rule_engine
P0333,2025-05-19,Flowering,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0334,2025-06-27,Seedling,high,Monitor for stem borer — scout field edges.,weather_service
P0334,2025-02-16,Seedling,high,Delay fertilizer until rainfall subsides.,ml_model
P0334,2025-02-27,Panicle Initiation,low,Field conditions stable — continue regular monitoring.,weather_service
P0334,2025-02-02,Tillering,medium,Field conditions stable — continue regular monitoring.,weather_service
P0334,2025-03-12,Flowering,low,Do not irrigate today — soil moisture adequate.,weather_service
P0335,2025-01-29,Tillering,high,Delay fertilizer until rainfall subsides.,ml_model
P0335,2025-04-11,Maturity,medium,Delay fertilizer until rainfall subsides.,ml_model
P0335,2025-01-11,Peg Formation,low,Monitor for stem borer — scout field edges.,rule_engine
P0335,2025-05-05,Panicle Initiation,low,Field conditions stable — continue regular monitoring.,rule_engine
P0335,2025-06-07,Tillering,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0335,2025-01-07,Vegetative,low,Monitor for stem borer — scout field edges.,ml_model
P0335,2025-03-02,Vegetative,low,Monitor for stem borer — scout field edges.,ml_model
P0335,2025-06-09,Vegetative,medium,Apply light irrigation in evening.,ml_model
P0336,2025-04-12,Panicle Initiation,low,Apply light irrigation in evening.,weather_service
P0336,2025-02-01,Flowering,high,Monitor for stem borer — scout field edges.,rule_engine
P0336,2025-07-17,Peg Formation,medium,Apply light irrigation in evening.,rule_engine
P0336,2025-03-10,Maturity,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0336,2025-04-23,Peg Formation,low,Delay fertilizer until rainfall subsides.,weather_service
P0336,2025-03-06,Maturity,low,Field conditions stable — continue regular monitoring.,rule_engine
P0336,2025-03-30,Flowering,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0337,2025-01-11,Panicle Initiation,high,Delay fertilizer until rainfall subsides.,ml_model
P0337,2025-04-09,Seedling,high,Monitor for stem borer — scout field edges.,ml_model
P0338,2025-01-15,Maturity,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0338,2025-05-04,Tillering,medium,Apply light irrigation in evening.,rule_engine
P0338,2025-02-09,Tillering,low,Do not irrigate today — soil moisture adequate.,ml_model
P0338,2025-03-20,Germination,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0338,2025-04-21,Vegetative,high,Apply light irrigation in evening.,rule_engine
P0338,2025-01-04,Vegetative,high,Apply light irrigation in evening.,ml_model
P0339,2025-07-09,Germination,high,Field conditions stable — continue regular monitoring.,weather_service
P0339,2025-03-07,Maturity,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0339,2025-03-27,Seedling,low,Apply light irrigation in evening.,weather_service
P0340,2025-02-13,Panicle Initiation,low,Delay fertilizer until rainfall subsides.,rule_engine
P0340,2025-05-06,Panicle Initiation,low,Apply light irrigation in evening.,rule_engine
P0340,2025-03-05,Panicle Initiation,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0340,2025-07-15,Flowering,low,Delay fertilizer until rainfall subsides.,rule_engine
P0340,2025-03-24,Germination,medium,Delay fertilizer until rainfall subsides.,weather_service
P0340,2025-03-07,Panicle Initiation,low,Delay fertilizer until rainfall subsides.,rule_engine
P0341,2025-02-03,Tillering,medium,Monitor for stem borer — scout field edges.,weather_service
P0341,2025-06-22,Peg Formation,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0341,2025-03-18,Maturity,low,Monitor for stem borer — scout field edges.,ml_model
P0341,2025-06-21,Peg Formation,high,Delay fertilizer until rainfall subsides.,rule_engine
P0341,2025-04-22,Seedling,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0341,2025-03-04,Maturity,medium,Do not irrigate today — soil moisture adequate.,ml_model
P0342,2025-06-03,Flowering,high,Do not irrigate today — soil moisture adequate.,weather_service
P0342,2025-04-18,Tillering,low,Do not irrigate today — soil moisture adequate.,ml_model
P0342,2025-02-17,Germination,high,Field conditions stable — continue regular monitoring.,weather_service
P0342,2025-03-17,Tillering,low,Apply light irrigation in evening.,weather_service
P0342,2025-02-02,Maturity,high,Do not irrigate today — soil moisture adequate.,ml_model
P0342,2025-04-28,Panicle Initiation,medium,Delay fertilizer until rainfall subsides.,ml_model
P0342,2025-03-30,Maturity,low,Monitor for stem borer — scout field edges.,weather_service
P0342,2025-01-23,Flowering,low,Field conditions stable — continue regular monitoring.,weather_service
P0343,2025-03-19,Flowering,high,Delay fertilizer until rainfall subsides.,ml_model
P0343,2025-04-11,Maturity,high,Monitor for stem borer — scout field edges.,ml_model
P0343,2025-02-05,Germination,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0343,2025-06-18,Peg Formation,low,Apply light irrigation in evening.,ml_model
P0343,2025-01-27,Tillering,medium,Monitor for stem borer — scout field edges.,rule_engine
P0344,2025-04-23,Flowering,high,Apply light irrigation in evening.,ml_model
P0344,2025-01-09,Vegetative,high,Monitor for stem borer — scout field edges.,ml_model
P0344,2025-06-18,Flowering,high,Delay fertilizer until rainfall subsides.,weather_service
P0344,2025-02-09,Tillering,low,Delay fertilizer until rainfall subsides.,rule_engine
P0345,2025-01-01,Panicle Initiation,medium,Apply light irrigation in evening.,rule_engine
P0345,2025-04-15,Seedling,low,Apply light irrigation in evening.,ml_model
P0345,2025-02-15,Germination,low,Monitor for stem borer — scout field edges.,ml_model
P0345,2025-04-17,Germination,low,Monitor for stem borer — scout field edges.,weather_service
P0345,2025-02-19,Tillering,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0346,2025-01-20,Vegetative,low,Field conditions stable — continue regular monitoring.,rule_engine
P0346,2025-06-01,Flowering,high,Do not irrigate today — soil moisture adequate.,ml_model
P0346,2025-02-03,Seedling,low,Monitor for stem borer — scout field edges.,weather_service
P0346,2025-02-18,Peg Formation,high,Field conditions stable — continue regular monitoring.,rule_engine
P0346,2025-01-29,Maturity,medium,Monitor for stem borer — scout field edges.,rule_engine
P0347,2025-05-09,Maturity,low,Field conditions stable — continue regular monitoring.,ml_model
P0347,2025-01-23,Maturity,low,Apply light irrigation in evening.,ml_model
P0347,2025-04-17,Maturity,medium,Delay fertilizer until rainfall subsides.,ml_model
P0348,2025-01-27,Tillering,medium,Delay fertilizer until rainfall subsides.,ml_model
P0348,2025-02-15,Flowering,medium,Apply light irrigation in evening.,weather_service
P0348,2025-06-19,Germination,medium,Field conditions stable — continue regular monitoring.,weather_service
P0348,2025-03-17,Seedling,low,Monitor for stem borer — scout field edges.,rule_engine
P0348,2025-02-19,Peg Formation,high,Monitor for stem borer — scout field edges.,ml_model
P0348,2025-03-23,Vegetative,low,Apply light irrigation in evening.,ml_model
P0348,2025-04-08,Panicle Initiation,high,Apply light irrigation in evening.,ml_model
P0348,2025-03-03,Seedling,high,Apply light irrigation in evening.,weather_service
P0349,2025-06-03,Seedling,high,Apply light irrigation in evening.,rule_engine
P0349,2025-01-19,Tillering,medium,Monitor for stem borer — scout field edges.,rule_engine
P0349,2025-06-09,Peg Formation,low,Field conditions stable — continue regular monitoring.,ml_model
P0349,2025-04-14,Panicle Initiation,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0349,2025-04-26,Tillering,high,Do not irrigate today — soil moisture adequate.,ml_model
P0349,2025-07-05,Peg Formation,high,Apply light irrigation in evening.,ml_model
P0349,2025-04-04,Vegetative,low,Delay fertilizer until rainfall subsides.,weather_service
P0350,2025-02-21,Vegetative,high,Apply light irrigation in evening.,ml_model
P0350,2025-05-21,Panicle Initiation,medium,Delay fertilizer until rainfall subsides.,weather_service
P0350,2025-03-03,Maturity,low,Field conditions stable — continue regular monitoring.,rule_engine
P0350,2025-01-05,Vegetative,medium,Field conditions stable — continue regular monitoring.,weather_service
P0350,2025-04-20,Tillering,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0350,2025-02-28,Germination,high,Do not irrigate today — soil moisture adequate.,ml_model
P0350,2025-04-13,Seedling,low,Delay fertilizer until rainfall subsides.,weather_service
P0350,2025-02-15,Flowering,high,Delay fertilizer until rainfall subsides.,weather_service
P0351,2025-05-04,Germination,high,Do not irrigate today — soil moisture adequate.,weather_service
P0351,2025-05-05,Germination,high,Delay fertilizer until rainfall subsides.,weather_service
P0351,2025-02-05,Germination,high,Do not irrigate today — soil moisture adequate.,ml_model
P0351,2025-04-03,Maturity,high,Monitor for stem borer — scout field edges.,rule_engine
P0352,2025-06-03,Maturity,high,Field conditions stable — continue regular monitoring.,ml_model
P0352,2025-02-05,Maturity,low,Apply light irrigation in evening.,weather_service
P0352,2025-01-27,Flowering,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0352,2025-06-17,Seedling,medium,Do not irrigate today — soil moisture adequate.,ml_model
P0353,2025-01-17,Peg Formation,medium,Delay fertilizer until rainfall subsides.,ml_model
P0353,2025-03-04,Germination,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0353,2025-03-18,Flowering,medium,Delay fertilizer until rainfall subsides.,ml_model
P0353,2025-07-15,Maturity,high,Delay fertilizer until rainfall subsides.,ml_model
P0353,2025-01-21,Vegetative,high,Monitor for stem borer — scout field edges.,weather_service
P0353,2025-05-16,Maturity,low,Delay fertilizer until rainfall subsides.,weather_service
P0354,2025-07-12,Seedling,high,Apply light irrigation in evening.,ml_model
P0354,2025-02-01,Tillering,low,Monitor for stem borer — scout field edges.,ml_model
P0354,2025-03-05,Seedling,medium,Delay fertilizer until rainfall subsides.,ml_model
P0354,2025-02-09,Maturity,high,Monitor for stem borer — scout field edges.,weather_service
P0354,2025-02-04,Germination,high,Monitor for stem borer — scout field edges.,rule_engine
P0355,2025-01-08,Flowering,high,Do not irrigate today — soil moisture adequate.,weather_service
P0355,2025-02-23,Maturity,low,Apply light irrigation in evening.,rule_engine
P0355,2025-03-27,Maturity,low,Monitor for stem borer — scout field edges.,rule_engine
P0355,2025-01-10,Vegetative,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0355,2025-05-01,Flowering,high,Monitor for stem borer — scout field edges.,rule_engine
P0355,2025-07-07,Vegetative,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0355,2025-03-07,Maturity,high,Apply light irrigation in evening.,ml_model
