intent_signature,intent,intent_tamil,crop,crop_tamil,soil_type,soil_tamil,required_entities,response_policy
AGR|MARKET_PRICE|CROP=chilli|SOIL=alluvial,market_price,சந்தை விலை,chilli,மிளகாய்,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=chilli|SOIL=sandy,market_price,சந்தை விலை,chilli,மிளகாய்,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=chilli|SOIL=clay,market_price,சந்தை விலை,chilli,மிளகாய்,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=chilli|SOIL=loamy,market_price,சந்தை விலை,chilli,மிளகாய்,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=chilli|SOIL=laterite,market_price,சந்தை விலை,chilli,மிளகாய்,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=onion|SOIL=red,market_price,சந்தை விலை,onion,வெங்காயம்,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=onion|SOIL=black,market_price,சந்தை விலை,onion,வெங்காயம்,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=onion|SOIL=alluvial,market_price,சந்தை விலை,onion,வெங்காயம்,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=onion|SOIL=sandy,market_price,சந்தை விலை,onion,வெங்காயம்,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=onion|SOIL=clay,market_price,சந்தை விலை,onion,வெங்காயம்,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=onion|SOIL=loamy,market_price,சந்தை விலை,onion,வெங்காயம்,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=onion|SOIL=laterite,market_price,சந்தை விலை,onion,வெங்காயம்,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=turmeric|SOIL=red,market_price,சந்தை விலை,turmeric,மஞ்சள்,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=turmeric|SOIL=black,market_price,சந்தை விலை,turmeric,மஞ்சள்,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=turmeric|SOIL=alluvial,market_price,சந்தை விலை,turmeric,மஞ்சள்,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=turmeric|SOIL=sandy,market_price,சந்தை விலை,turmeric,மஞ்சள்,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=turmeric|SOIL=clay,market_price,சந்தை விலை,turmeric,மஞ்சள்,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=turmeric|SOIL=loamy,market_price,சந்தை விலை,turmeric,மஞ்சள்,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=turmeric|SOIL=laterite,market_price,சந்தை விலை,turmeric,மஞ்சள்,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=brinjal|SOIL=red,market_price,சந்தை விலை,brinjal,கத்தரிக்காய்,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=brinjal|SOIL=black,market_price,சந்தை விலை,brinjal,கத்தரிக்காய்,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=brinjal|SOIL=alluvial,market_price,சந்தை விலை,brinjal,கத்தரிக்காய்,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=brinjal|SOIL=sandy,market_price,சந்தை விலை,brinjal,கத்தரிக்காய்,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=brinjal|SOIL=clay,market_price,சந்தை விலை,brinjal,கத்தரிக்காய்,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=brinjal|SOIL=loamy,market_price,சந்தை விலை,brinjal,கத்தரிக்காய்,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=brinjal|SOIL=laterite,market_price,சந்தை விலை,brinjal,கத்தரிக்காய்,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=okra|SOIL=red,market_price,சந்தை விலை,okra,வெண்டைக்காய்,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=okra|SOIL=black,market_price,சந்தை விலை,okra,வெண்டைக்காய்,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=okra|SOIL=alluvial,market_price,சந்தை விலை,okra,வெண்டைக்காய்,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=okra|SOIL=sandy,market_price,சந்தை விலை,okra,வெண்டைக்காய்,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=okra|SOIL=clay,market_price,சந்தை விலை,okra,வெண்டைக்காய்,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=okra|SOIL=loamy,market_price,சந்தை விலை,okra,வெண்டைக்காய்,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=okra|SOIL=laterite,market_price,சந்தை விலை,okra,வெண்டைக்காய்,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=coconut|SOIL=red,market_price,சந்தை விலை,coconut,தென்னை,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=coconut|SOIL=black,market_price,சந்தை விலை,coconut,தென்னை,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=coconut|SOIL=alluvial,market_price,சந்தை விலை,coconut,தென்னை,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=coconut|SOIL=sandy,market_price,சந்தை விலை,coconut,தென்னை,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=coconut|SOIL=clay,market_price,சந்தை விலை,coconut,தென்னை,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=coconut|SOIL=loamy,market_price,சந்தை விலை,coconut,தென்னை,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=coconut|SOIL=laterite,market_price,சந்தை விலை,coconut,தென்னை,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=pulses|SOIL=red,market_price,சந்தை விலை,pulses,பயறு,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=pulses|SOIL=black,market_price,சந்தை விலை,pulses,பயறு,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=pulses|SOIL=alluvial,market_price,சந்தை விலை,pulses,பயறு,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=pulses|SOIL=sandy,market_price,சந்தை விலை,pulses,பயறு,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|MARKET_PRICE|CROP=pulses|SOIL=clay,market_price,சந்தை விலை,pulses,பயறு,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
